,JNAME,P0,DECJ,Flux,W50
391,J1057-7914,1.3474021612,-79:14:24.2,1.4951751840089285,21.0
392,J1058-5957,0.616270272343,-59:57:36.4,1.4951751840089285,15.6
393,J1059-5742,1.1850026197561547,-57:42:14.5,5.1,5.3
394,J1101-6101,0.06280007682207797,-61:01:39.6,NaN,NaN
395,J1101-6424,0.005109272904279,-64:24:39.332,0.672828832804018,0.54
396,J1103-5403,0.003392709659325501,-54:03:43.245,0.44855255520267856,0.14
397,J1103-6025,0.396586748928,-60:25:36.39,0.4236329688025298,5.5
398,J1104-6103,0.2809053015394,-61:03:03.88,0.5980700736035715,4.9
399,J1105-4353,0.35111186198,-43:53:05,0.4709801829628125,13.107
400,J1105-6037,0.19493826711322126,-60:37:16.3,NaN,NaN
401,J1105-6107,0.06320213091790895,-61:07:48.94,2.4,18.6
402,J1106-6438,2.7179341359881612,-64:39:00.0,0.4734721416028274,27.0
403,J1107-5907,0.2527733234178088,-59:07:18.7,0.44855255520267856,9.3
404,J1107-5947,1.5165309654,-59:47:04,0.7475875920044642,38.3
405,J1107-6143,1.7993956675,-61:43:59,0.9469442832056548,26.0
406,J1110-5637,0.5582543734583949,-56:37:32.6,5.4,14.9
407,J1112-6103,0.06496185189352785,-61:03:31.1,5.731504872034225,11.3
408,J1112-6613,0.33421283978,-66:13:04.8,4.236329688025298,13.1
409,J1112-6926,0.82048420411,-69:26:31.0,1.4951751840089285,24.8
410,J1114-6100,0.88081962549,-61:00:34.2,11.712205608069942,27.4
411,J1115-6052,0.2597766595007189,-60:52:17.8,1.196140147207143,4.0
412,J1116-2444,0.86794888009,-24:44:56.1,NaN,24.3
413,J1116-4122,0.943157882843,-41:22:43.96,7.0,5.3
414,J1117-6154,0.50509714918,-61:54:22,3.9871338240238097,3.9
415,J1117-6447,1.1552719604,-64:47:58,0.3488742096020834,61.0
416,J1119-6127,0.4079629835557105,-61:27:49.5,2.7162349176162204,21.5
417,J1119-7936,2.2805971963,-79:36:30.3,1.7443710480104166,35.5
418,J1120-3618,0.00555,-36:18:32.2,NaN,NaN
419,J1121-5444,0.5357865139154964,-54:44:05.1,5.1,5.2
420,J1123-4844,0.244838478401,-48:44:22.75,2.491958640014881,7.4
421,J1123-6102,0.6402337476490008,-61:02:06.2,2.7411545040163694,6.9
422,J1123-6259,0.2714340521989345,-62:59:10.74,1.2708989064075893,5.3
423,J1123-6651,0.232976432603,-66:51:49.07,1.4951751840089285,16.8
424,J1124-3653,0.00241,-36:00,NaN,NaN
425,J1124-5638,0.185559973402,-56:38:39.7,0.7725071784046131,15.0
426,J1124-5916,0.13547685440993334,-59:16:19,0.19935669120119048,NaN
427,J1124-6421,0.47909858452,-64:21:17,0.4734721416028274,13.0
428,J1125-5825,0.0031022139189341635,-58:25:16.8798,2.143084430412798,0.31
429,J1125-6014,0.0026303807397847936,-60:14:06.608,0.12459793200074405,0.21
430,J1126-27,0.358161,-27:37,NaN,NaN
431,J1126-38,0.88755,-38:38,NaN,NaN
432,J1126-6054,0.202736911853,-60:54:39.96,3.4887420960208333,3.5
433,J1126-6942,0.579416438,-69:42:15.3,0.7475875920044642,7.9
434,J1128-6219,0.5159835105,-62:19:09,0.672828832804018,93.0
435,J1129-53,1.06288,-53:31,NaN,NaN
436,J1130-5826,0.162323475501,-58:26:02.3,0.44855255520267856,4.0
437,J1130-5925,0.6809838324204971,-59:25:34.1,0.2990350368017857,16.0
438,J1130-6807,0.2563527993088,-68:07:28.52,1.3705772520081847,17.0
439,J1132+25,1.002,+25:15,NaN,NaN
440,J1132-4700,0.325633290107,-47:00:36.5,1.2210597336072917,17.6
441,J1132-5627,0.175166247082,-56:27:28.9,0.22427627760133928,4.9
442,J1133-6250,1.02287514082,-62:50:50.6,17.443710480104166,257.7
443,J1135-49,NaN,-49:25:31,NaN,9.0
444,J1135-6055,0.1149425287356322,-60:55,NaN,NaN
445,J1136+1551,1.1879130659363586,+15:51:14.183,90.0,10.1
446,J1136-5525,0.36471324916608333,-55:25:06.9,14.0,14.1
447,J1137-6700,0.5562160557,-67:00:33.01,3.7379379600223217,86.8
448,J1138-6207,0.11756379402284821,-62:07:59.3,1.420416424808482,7.8
449,J1141-3107,0.538431789013,-31:07:52.6,1.9935669120119048,19.0
450,J1141-3322,0.29146753651085605,-33:22:37.4286,3.9871338240238097,10.9
451,J1141-6545,0.3938988148377834,-65:45:19.1131,8.5,8.7
452,J1142+0119,0.0050752983064042,+01:19:35.69,NaN,NaN
453,J1142-6230,0.5583833856869734,-62:30:03.9,0.647909246403869,30.0
454,J1143-5158,0.675646047064,-51:58:39.89,0.7475875920044642,7.9
455,J1143-5536,0.68535848563,-55:36:04.5,0.4983917280029762,10.7
456,J1144-6146,0.987783069335335,-61:46:49,1.1213813880066965,33.0
457,J1144-6217,0.8506649433737226,-62:17:30.3,0.4983917280029762,10.0
458,J1146-6030,0.27337450864355883,-60:30:59.49,8.5,15.5
459,J1147-66,0.00372,-66:00:00,1.9935669120119048,0.79
460,J1148-5725,3.559937231991271,-57:25:12.6,0.2990350368017857,51.0
461,J1148-6415,3.2410285031,-64:15:33,0.14951751840089286,37.0
462,J1151-6108,0.101633196293,-61:08:17.6,0.14951751840089286,5.65
463,J1152-5800,1.7898294664496943,-58:00:34,0.2990350368017857,16.0
464,J1152-6012,0.37656956576,-60:12:21,0.4236329688025298,9.6
465,J1153-21,2.34348,-21:18,NaN,NaN
466,J1154-6250,0.28201171065,-62:50:02.7,0.1744371048010417,5.9
467,J1156-5707,0.2884094203246439,-57:07:01.9,0.672828832804018,2.6
468,J1156-5909,1.0379310509,-59:09:12.3,NaN,15.0
469,J1157-5112,0.04358922706284,-51:12:56.14,NaN,2.2
470,J1157-6224,0.4005257166957991,-62:24:50.93,34.0,10.8
471,J1159-6409,0.66748553354,-64:09:57,1.171220560806994,210.0
472,J1159-7910,0.5250742392,-79:10:05.6,1.7443710480104166,12.3
473,J1201-6306,0.59213602908,-63:06:59.5,0.3239546232019345,13.0
474,J1202-5820,0.45280309753690035,-58:20:33.64,10.1,7.1
475,J1204-6843,0.3088608620097,-68:43:17.19,1.2459793200074405,7.8
476,J1207-5050,0.00484,-50:50:30.3,NaN,NaN
477,J1208-6238,0.4405907236520865,-62:38:03.3,NaN,NaN
478,J1210-5226,0.4241307488155048,-52:26:28.4,NaN,NaN
479,J1210-5559,0.2797678686531765,-55:59:03.87,4.9,7.1
480,J1210-6550,4.237010216448514,-65:50:04.6,0.4236329688025298,39.0
481,J1211-6324,0.433083926199,-63:24:45.2,1.1213813880066965,15.0
482,J1214-5830,0.90982270118,-58:30:25.9,0.3488742096020834,9.4
483,J1215-5328,0.6364141368,-53:28:31.6,1.2459793200074405,34.8
484,J1216-50,6.355,-50:27:01,NaN,9.0
485,J1216-6223,0.3740467858336898,-62:23:57.8,0.5731504872034227,10.6
486,J1216-6410,0.0035393756584226554,-64:10:09.226,0.12459793200074405,0.22
487,J1220-6318,0.7892120120519117,-63:18:46.5,1.6945318752101193,58.0
488,J1222-5738,1.0811635266,-57:38:20,0.27411545040163693,28.0
489,J1224-6208,0.5857612081215525,-62:08:41.1,0.5731504872034227,10.0
490,J1224-6407,0.21648082548738776,-64:07:53.834,19.0,7.8
491,J1225-5556,1.018452868182,-55:56:43.14,0.7475875920044642,17.8
492,J1225-6035,0.626323941978,-60:35:37.6,0.647909246403869,3.9
493,J1225-6408,0.4196177915,-64:08:43,4.485525552026786,4.5
494,J1226+0005,NaN,+00:05:00,Nan,NaN
495,J1226-3223,6.1930040852,-32:23:01,NaN,34.0
496,J1227-4853,0.001686375410272992,-48:53:42.741,NaN,NaN
497,J1227-6208,0.0345278346478,-62:08:43.789,0.5482309008032739,1.3
498,J1227-63,0.44457796,-63:09,NaN,15.0
499,J1231-1411,0.0036838787110771787,-14:11:43.63,NaN,NaN
500,J1231-4609,0.87723907778,-46:09:45.2,4.236329688025298,41.9
501,J1231-6303,1.3512362992,-63:03:18,3.7379379600223217,174.2
502,J1232-4742,1.872994377,-47:42:50.9,NaN,160.0
503,J1232-6501,0.08828190823414325,-65:01:03.33,0.8472659376050596,11.0
504,J1233-6312,0.5647593892,-63:12:29,0.6229896600037202,57.0
505,J1233-6344,0.75689193363,-63:44:55,0.1744371048010417,12.0
506,J1234-3630,0.569242225079,-36:30:41.1,NaN,11.2
507,J1235-54,NaN,-54:00:00,Nan,NaN
508,J1235-6354,0.256777653406,-63:54:30.4,0.39871338240238097,10.0
509,J1236-0159,NaN,-01:59:00,Nan,NaN
510,J1236-5033,0.294759771191,-50:33:36.3,1.4951751840089285,9.8
511,J1237-6725,2.11097411794,-67:25:33.9,0.9967834560059524,53.4
512,J1238+2152,1.1185906894463322,+21:52:11.0573,NaN,NaN
513,J1239+2453,1.3824491030387713,24:53:49.29,57.81344044834524,44.5
514,J1239-48,0.6539,-48:00,NaN,NaN
515,J1239-6832,1.3019225298980932,-68:32:30.0,3.5,6.4
516,J1240-4124,0.51224209318,-41:24:51.7,1.4951751840089285,4.0
517,J1243+17,1.2165,+17:52,NaN,200.0
518,J1243-5735,0.47122487769,-57:35:42.8,0.3488742096020834,12.0
519,J1243-6423,0.38848512711014244,-64:23:23.73,119.0,5.3
520,J1244-5053,0.275207111323,-50:53:20.6,0.4983917280029762,5.4
521,J1244-6359,0.14727431048,-63:59:47.4,0.3737937960022321,9.8
522,J1244-6531,1.54681894,-65:31:12,0.4236329688025298,21.0
523,J1245-6238,2.283093350802984,-62:38:55.9,0.3488742096020834,62.0
524,J1246+2253,0.47387055751829316,22:53:43.27,0.9718638696058036,9.7
525,J1248-6344,0.198335136357,-63:44:09.6,0.4983917280029762,12.0
526,J1248-6444,1.23489349389,-64:44:00.0,0.3737937960022321,54.3
527,J1249-6507,0.43444487308,-65:07:19.8,0.2491958640014881,11.0
528,J1251-7407,0.32705773823,-74:07:15.04,0.4983917280029762,2.5
529,J1252-6314,0.8233392712841239,-63:14:32.7,1.6446927024098215,20.0
530,J1253-5820,0.2554963274098,-58:20:40.89,8.3,7.5
531,J1254-6150,0.184502203069,-61:50:50.8,0.3737937960022321,3.5
532,J1255-46,0.052,-46:00,NaN,NaN
533,J1255-6131,0.65797363034,-61:31:10.1,0.3239546232019345,8.6
534,J1255-62,0.18291150816,-62:48,0.3239546232019345,34.8
535,J1257-1027,0.6173076699954868,-10:27:05.551,2.990350368017857,6.0
536,J1259-6741,0.6633290494,-67:41:40,3.2395462320193453,21.4
537,J1300+1240,0.00621853194840048,+12:40:56.4721,4.983917280029762,0.66
538,J1301+0833,0.00184,+08:33:57.5,NaN,NaN
539,J1301-6305,0.18452809508644874,-63:05:33.9,1.2210597336072917,22.3
540,J1301-6310,0.6638296477,-63:10:40.5,0.27411545040163693,11.0
541,J1302-32,0.00377,-32:00,NaN,NaN
542,J1302-63,0.32572433,-63:44:53,0.2491958640014881,7.0
543,J1302-6313,0.9678462129,-63:13:29,0.44855255520267856,93.0
544,J1302-6350,0.04776250754158053,-63:50:08.62859,4.7,
545,J1303-6305,2.3066415539322183,-63:05:00.8,0.8971051104053571,38.0
546,J1305-6203,0.42776184223730274,-62:03:21.6,1.6696122888099703,14.6
547,J1305-6256,0.47823093283903423,-62:56:39,0.7974267648047619,19.0
548,J1305-6455,0.5716517897286989,-64:55:28.3,9.0,8.1
549,J1305-66,0.1972763,-66:39,0.4983917280029762,NaN
550,J1306-4035,0.00220453,-40:35:23.3,NaN,NaN
551,J1306-6242,0.98190211848,-62:42:03,0.3488742096020834,33.0
552,J1306-6617,0.473026470689,-66:17:21.8,13.0,27.6
553,J1307-6318,4.962427252509906,-63:18:35,3.4887420960208333,505.0
554,J1307-67,3.6512,-67:03:27,NaN,2.0
555,J1308+2127,10.31252206,+21:27:06.78,NaN,NaN
556,J1308-4650,1.05883304424,-46:50:29.7,NaN,54.6
557,J1308-5844,0.46469974880009146,-58:44:13.8,0.523311314403125,5.9
558,J1309-6415,0.6194535567595791,-64:15:59,0.523311314403125,26.0
559,J1309-6526,0.398292162785,-65:26:16.6,0.3737937960022321,10.0
560,J1311-1228,0.4475177112318076,-12:28:01.639,1.2459793200074405,6.7
561,J1311-3430,0.002560371031671994,-34:30:30.350,NaN,NaN
562,J1312+0051,0.0042280189916604,+00:51:00.104,NaN,NaN
563,J1312+1810,0.033163166,+18:10,NaN,3.2
564,J1312-5402,0.7281543942690664,-54:02:42.6,3.7,13.2
565,J1312-5516,0.8492425970485211,-55:16:48.0,8.5,8.3
566,J1312-6400,2.4374324960894365,-64:00:55.6,1.8689689800111609,34.0
567,J1313+0931,0.84893275073,+09:31:56,0.39871338240238097,NaN
568,J1314-6101,2.9483896038,-61:01:16,1.021703042406101,59.0
569,J1316-6232,0.34282539844,-62:32:12.2,1.8440493936110118,119.0
570,J1317-5759,2.6421985132,-57:59:30.5,NaN,12.0
571,J1317-6302,0.26127055606486,-63:02:52.2,3.9871338240238097,10.2
572,J1319-6056,0.28435267192139774,-60:56:46.7,4.4,7.3
573,J1319-6105,0.421118114249,-61:05:26.2,2.0932452576125,13.0
574,J1320-3512,0.45848840672,-35:12:26.0,11.712205608069942,9.8
575,J1320-5359,0.27973768328216575,-53:59:05.00,7.1,10.5
576,J1321-5922,1.27905759523,-59:22:52.1,0.4734721416028274,26.0
577,J1322-62,1.044851,-62:51,0.7475875920044642,NaN
578,J1322-6241,0.5060584137338984,-62:41:53.5,0.9220246968055059,8.7
579,J1322-6329,2.7642094208,-63:29:37,0.4236329688025298,34.0
580,J1324-6146,0.8441085753,-61:46:00,1.819129807210863,72.0
581,J1324-6302,2.483803693,-63:02:21.1,0.5731504872034227,18.0
582,J1326+33,0.0415,+33:46,NaN,NaN
583,J1326-5859,0.4779936127568716,-58:59:29.29,36.0,9.1
584,J1326-6408,0.7926738766410666,-64:08:43.8,8.2,4.5
585,J1326-6700,0.543015040685032,-67:00:49.2,25.0,31.4
586,J1327-0755,0.0026779231971205,-07:55:29.80,NaN,0.131
587,J1327-6222,0.5299291867467958,-62:22:45.46,72.0,10.7
588,J1327-6301,0.1964799448606416,-63:01:15.45,15.0,14.0
589,J1327-6400,0.28067797416776713,-64:00:13.1,0.523311314403125,11.5
590,J1328-4357,0.53269880337,-43:57:44.12,7.6,9.0
591,J1328-4921,1.4787213559,-49:21:33.4,NaN,20.0
592,J1329+13,NaN,+13:44,NaN,NaN
593,J1329-6158,1.5652179638,-61:58:59,0.5482309008032739,31.0
594,J1331-5245,0.6481166471,-52:45:25.4,0.7475875920044642,27.9
595,J1332-03,1.1064,-03:26,NaN,NaN
596,J1332-3032,0.6504344906472496,-30:32:17.3094,0.7475875920044642,34.0
597,J1333-4449,0.345602948594,-44:49:26.22,0.7475875920044642,1.3
598,J1334+10,0.9111,+10:05,NaN,18.0
599,J1334-5839,0.1077182159234,-58:39:16.545,1.5450143568092263,4.1
600,J1335-3642,0.399192,-36:42,NaN,30.0
601,J1336-2522,0.4781454828,-25:22:01.6,NaN,19.0
602,J1336+33,3.013,+33:46,NaN,NaN
603,J1337-44,1.25752,-44:43,NaN,NaN
604,J1337-6306,0.20795301218897672,-63:06:23.3,0.27411545040163693,12.0
605,J1337-6423,0.009423406717797506,-64:23:04.915,0.7226680056043154,0.73
606,J1338-6204,1.2389895765,-62:04:18.7,14.7025559760878,89.5
607,J1339-4712,0.1370546579332,-47:12:05.52,1.7443710480104166,1.9
608,J1339-6618,0.55817922185,-66:18:07.8,0.5731504872034227,26.0
609,J1340-6456,0.37862206628,-64:56:42.9,2.242762776013393,14.1
610,J1341-6023,0.6272853658697162,-60:23:34.7,1.569933943209375,9.2
611,J1341-6220,0.19333974630573697,-62:20:20.7,6.728288328040179,7.7
612,J1342+2822A,0.002545,+28:22:32,0.017443710480104166,0.24
613,J1342+2822B,0.002389420757786,+28:22:40.141,0.03488742096020833,0.2
614,J1342+2822C,0.002166,+28:22:32,0.014951751840089286,0.24
615,J1342+2822D,0.005442975161923395,+28:22:36,0.02491958640014881,0.5
616,J1344-6059,0.5401023214,-60:59:31,0.4734721416028274,29.0
617,J1345-6115,1.2530845900978997,-61:15:30.6,1.4702555976087797,27.0
618,J1346-4918,0.2996251068,-49:18:07.2,1.2459793200074405,10.0
619,J1347-5947,0.6099617543042217,-59:47:39.8,1.6696122888099703,11.0
620,J1348-6307,0.9277722388981355,-63:07:4,1.2708989064075893,79.0
621,J1349-6130,0.25936286007323633,-61:30:17.1,1.8938885664113096,4.0
622,J1349-63,0.373034,-63:56,NaN,23.0
623,J1350-5115,0.2956991763,-51:15:24.77,NaN,6.0
624,J1350-6225,0.1381577782127541,-62:25:43.8,NaN,NaN
625,J1352-6803,0.62890254638,-68:03:37.1,2.491958640014881,27.1
626,J1354-6249,2.951938334,-62:49:30,0.5980700736035715,57.0
627,J1355-5153,0.644304508142042,-51:53:54.0,4.3,3.8
628,J1355-5747,2.0386738254187833,-57:47:15,0.8971051104053571,29.0
629,J1355-5925,1.21338122674,-59:25:00.9,1.3705772520081847,21.0
630,J1355-6206,0.27660304315,-62:06:20.1,1.345657665608036,19.0
631,J1356-5521,0.507379566696,-55:21:12.96,2.242762776013393,15.4
632,J1357-62,0.455761,-62:28,32.893854048196424,18.2
633,J1357-6429,0.1661083275067481,-64:29:30.2,1.295818492807738,15.0
634,J1358-2533,0.912971,-25:33,NaN,35.0
635,J1359-6038,0.12750846621665984,-60:38:07.55,40.0,10.0
636,J1400-1431,0.00308423326039194,-14:31:47.06,0.3737937960022321,NaN
637,J1400+21,NaN,+21:27,NaN,NaN
638,J1400-6325,0.0311816011,-63:25:42.6,0.6229896600037202,NaN
639,J1401-6357,0.8428053217722605,-63:57:45.4,20.0,5.1
640,J1402-50,NaN,-50:00:00,Nan,NaN
641,J1403-0314,0.362634,-03:15:28,NaN,NaN
642,J1403-6310,0.39917017693,-63:10:27,1.6197731160096727,18.0
643,J1403-7646,1.306197812,-76:46:57.5,1.9935669120119048,94.3
644,J1404+1159,2.6504387329045946,11:59:15.36,0.06728288328040179,3.7
645,J1405-42,2.3468,-42:33,NaN,NaN
646,J1405-4656,0.00760220343251,-46:56:02.31,2.2926019488136906,NaN
647,J1405-5641,0.6175746851424614,-56:41:24.2,0.2491958640014881,12.0
648,J1406-5806,0.28834924425,-58:06:32,2.0932452576125,49.0
649,J1406-6121,0.21307465377616594,-61:21:27.9,1.0964618016065477,11.7
650,J1407-6048,0.4923442066385662,-60:48:58.8,0.4983917280029762,21.0
651,J1407-6153,0.7016149492255294,-61:53:59,0.8971051104053571,57.0
652,J1409-6953,0.5285907792,-69:53:34.4,0.7475875920044642,23.8
653,J1410-6132,0.0500519462,-61:32,4.734721416028274,17.0
654,J1410-7404,0.2787294436271,-74:04:53.32,2.990350368017857,1.1
655,J1411+2551,0.06245289551759,+25:51:08.39,NaN,2.45
656,J1412-6111,0.5291563979733827,-61:11:30.5,1.0964618016065477,12.0
657,J1412-6145,0.31522497065663146,-61:45:28.8,1.7194514616102679,10.2
658,J1413-6141,0.28562462018,-61:41:13,2.043406084812202,13.4
659,J1413-6205,0.10974069968815943,-62:05:38,NaN,NaN
660,J1413-6222,0.29240770249251397,-62:22:27.8,2.392280294414286,23.0
661,J1413-6307,0.394945790784,-63:07:35.45,2.990350368017857,3.1
662,J1414-6802,4.6301880619,-68:02:58,NaN,100.0
663,J1415-6621,0.3924789731011099,-66:21:12.2,1.2459793200074405,6.9
664,J1416-5033,0.794882546,-50:33:17,0.2491958640014881,13.9
665,J1416-6037,0.29558048193175473,-60:37:59.5,1.7443710480104166,13.0
666,J1417-4402,0.002664216,-44:02:57.4,NaN,NaN
667,J1418-3921,1.0968060034,-39:21:18.51,2.491958640014881,20.4
668,J1418-5945,1.6725956812,-59:45:00,0.44855255520267856,64.0
669,J1418-6058,0.11057301169006639,-60:57:49,NaN,NaN
670,J1420-5416,0.935772204694025,-54:16:22.5,4.6,7.0
671,J1420-5625,0.03411713084786256,-56:25:55.00,0.3239546232019345,1.3
672,J1420-6048,0.06817987659,-60:48:16.43,2.9654307816177083,8.5
673,J1421-4409,0.00638572883816,-44:09:04.541,3.4887420960208333,NaN
674,J1422-6138,0.34096785164255006,-61:38:28,0.0,NaN
675,J1423-6953,0.333410710172,-69:53:42.82,NaN,3.3
676,J1424-5556,0.7703748458743364,-55:56:13.9,0.9469442832056548,22.0
677,J1424-56,1.427,-56:40:47,NaN,7.0
678,J1424-5822,0.366734060217,-58:22:56.0,3.2395462320193453,9.0
679,J1424-6438,1.02350369913,-64:38:10.0,0.5980700736035715,68.0
680,J1425-5723,0.35326292024,-57:23:30.8,0.5980700736035715,7.1
681,J1425-5759,0.70786760576,-57:59:10.2,0.22427627760133928,9.6
682,J1425-6210,0.50173030986895,-62:10:04.9,0.4734721416028274,11.0
683,J1427-4158,0.586485556229,-41:58:56.3,0.7475875920044642,13.7
684,J1428-5530,0.5702924098196743,-55:30:50.1,15.0,9.0
685,J1429-5911,0.11584261007731625,-59:11:36.6,NaN,NaN
686,J1429-5935,0.7639148305341594,-59:35:58.9,0.27411545040163693,14.0
687,J1430-6623,0.7854433453623382,-66:23:05.55,33.0,2.6
688,J1431-4715,0.0020119534425332,-47:15:27.574,1.819129807210863,NaN
689,J1431-5740,0.0041105439567658,-57:40:11.670,0.8746774826452232,0.176
690,J1431-6328,NaN,-63:28:00,Nan,NaN
691,J1432-5032,2.0349894792,-50:32:17.3,0.7475875920044642,63.3
692,J1433+00,NaN,+00:28,NaN,3.8
693,J1433-6038,1.9544296353,-60:38:34.7,0.5731504872034227,35.0
694,J1434-6006,0.30636786268,-60:06:29.0,0.5980700736035715,5.5
695,J1434-6029,0.9633483231519261,-60:29:49,0.3488742096020834,19.0
696,J1435-5954,0.47299543551438067,-59:54:49.2,4.7,15.3
697,J1435-6100,0.009347972210248112,-61:00:57.956,0.6229896600037202,1.1
698,J1437-5959,0.0616961234035,-59:59:01.4,0.18689689800111606,7.0
699,J1437-6146,0.4676163234503246,-61:46:02.0,0.5980700736035715,17.0
700,J1439-5501,0.02863488819045455,-55:01:23.621,1.04662262880625,1.7
701,J1440-6344,0.45960672390058893,-63:44:48.4,7.0,11.7
702,J1441-6137,1.1758400229,-61:37:24,0.3737937960022321,18.0
703,J1443-5122,0.7320612647,-51:22:26,1.4951751840089285,40.1
704,J1444-5941,2.7602279448029736,-59:41:19,1.04662262880625,47.0
705,J1444-6026,4.7585755679,-60:26:09.4,NaN,21.0
706,J1446-4701,0.0021946957798500053,-47:01:26.7675,1.1463009744068453,0.1
707,J1449-5846,0.463329577191,-58:46:40.4,0.6977484192041667,15.0
708,J1452-5851,0.38662501747763767,-58:51:13.3,0.8223463512049107,7.5
709,J1452-6036,0.1549913579183,-60:36:31.35,4.3,23.2
710,J1453+1902,0.005792302738575582,+19:02:12.1102,NaN,0.4
711,J1453-6413,0.17948731541916407,-64:13:16.047,53.0,6.1
712,J1454-5846,0.045248772998032434,-58:46:34.74,0.5980700736035715,2.9
713,J1455-3330,0.007987204806104166,-33:30:46.3984,2.990350368017857,0.8
714,J1455-59,0.1761912,-59:23,3.9871338240238097,NaN
715,J1456-48,0.53681,-48:00,NaN,NaN
716,J1456-6843,0.26337690718181694,-68:43:39.50,90.0,19.5
717,J1457-5122,1.7483010801,-51:22:53,NaN,14.0
718,J1457-5900,1.4986374368,-59:00:51,0.5980700736035715,62.0
719,J1457-5902,0.39073936418,-59:02:04,0.647909246403869,8.4
720,J1459-6053,0.10315063827359058,-60:53:20.7,NaN,NaN
721,J1501-0046,0.4640368139284,-00:46:23.52,NaN,10.0
722,J1501-5637,0.7829485661,-56:37:48,0.523311314403125,25.0
723,J1502+28,3.784,+28:13,NaN,NaN
724,J1502-5653,0.5355043977897375,-56:53:39.21,0.9718638696058036,7.2
725,J1502-5828,0.66810515091,-58:28:42,1.2459793200074405,22.0
726,J1502-6128,0.84210384,-61:28:50.3,1.3954968384083335,29.0
727,J1502-6752,0.026744423767002628,-67:52:16.759,1.7194514616102679,2.97
728,J1503+2111,3.31400150122,+21:11:09.3,NaN,26.0
729,J1504-5621,0.41298519981,-56:21:32,0.5980700736035715,11.0
730,J1506-5158,0.840738545,-51:58:10,NaN,14.0
731,J1507-4352,0.28675849983581736,-43:52:03.8,8.0,5.6
732,J1507-6640,0.35565630109503815,-66:40:57.80,3.5,3.6
733,J1509-5850,0.088921760489,-58:50:56.1,0.523311314403125,5.5
734,J1509-6015,0.3390384487,-60:15:18.6,0.4236329688025298,13.0
735,J1510-4422,0.9438712975,-44:22:07,NaN,50.0
736,J1511-5414,0.2003836959221,-54:14:40.3,1.8689689800111609,5.9
737,J1511-5835,0.30151055002,-58:35:28,1.2459793200074405,16.0
738,J1512-5431,2.0405315742,-54:31:19,0.9469442832056548,110.0
739,J1512-5759,0.12869988365687532,-58:00:00.2,25.0,49.4
740,J1513-2550,0.0021190675651177,-25:50:31.285,NaN,NaN
741,J1513-5739,0.9734580347998374,-57:39:01.4,1.9188081528114584,21.0
742,J1513-5908,0.15125125831483113,-59:08:09.0,3.5635008552212795,14.5
743,J1513-5946,1.046117156733,-59:46:31.9,NaN,3.3
744,J1514-4834,0.45483920949,-48:34:19.5,3.2395462320193453,8.0
745,J1514-4946,0.0035893366796749433,-49:46:15.516,0.4236329688025298,NaN
746,J1514-5925,0.148796488226,-59:25:43.3,0.7226680056043154,3.8
747,J1515-5720,0.2866461965,-57:20:49,0.6229896600037202,7.0
748,J1516-43,0.03602220870028557,-43:20:00,NaN,NaN
749,J1517-32,0.0644019,-32:26:05,NaN,NaN
750,J1517-4356,0.650836871901,-43:56:17.9,1.2459793200074405,10.8
751,J1517-4636,0.88661249686,-46:36:00.6,0.7475875920044642,15.5
752,J1518+0204A,0.005553592524205,02:05:27.55,0.2990350368017857,0.37
753,J1518+0204B,0.007946940657879,02:05:15.47,0.062298966000372026,1.6
754,J1518+0204C,0.00248392757024552,+02:04:47.8153,0.09718638696058036,0.15
755,J1518+0204D,0.002988,+02:04:58,0.01993566912011905,0.54
756,J1518+0204E,0.003182,+02:04:58,0.02491958640014881,0.25
757,J1518-0627,0.7949966745699,-06:27:07.70,NaN,9.5
758,J1518-3952,0.499195890475,-39:52:30.3,2.242762776013393,7.6
759,J1518-5415,0.214924800284,-54:15:45.0,0.19935669120119048,4.0
760,J1519-5734,0.5187577847442734,-57:34:13.6,1.1213813880066965,40.0
761,J1519-6106,2.1543070606364485,-61:06:54.6,0.4734721416028274,25.0
762,J1519-6308,1.2540516305609108,-63:08:19.5,0.7974267648047619,22.0
763,J1522-5525,1.3896046876,-55:25:17.5,0.6229896600037202,10.0
764,J1522-5735,0.1021359808701179,-57:35:00,0.0,NaN
765,J1522-5829,0.39535448158740866,-58:29:03.1,12.9,17.4
766,J1524-5625,0.078218548881,-56:25:23.4,3.1897070592190477,8.0
767,J1524-5706,1.11604861927,-57:06:35,1.1213813880066965,14.3
768,J1524-5819,0.96104262694,-58:19:14.1,0.22427627760133928,13.0
769,J1525-5417,1.01169421772,-54:17:20,0.44855255520267856,15.0
770,J1525-5523,0.3551560369998,-55:23:27.2,0.523311314403125,31.0
771,J1525-5545,0.011359881791767347,-55:45:49.842,0.8223463512049107,0.54
772,J1525-5605,0.28034866206,-56:05:13,0.6229896600037202,25.0
773,J1526-5633,0.30188789663,-56:33:43,0.27411545040163693,13.0
774,J1527-3931,2.417605394424385,-39:31:36.6,2.8,5.8
775,J1527-5552,1.0487185538266182,-55:52:08.3,5.2,4.0
776,J1528-3146,0.06082223035146,-31:46:06.836,0.9967834560059524,0.4
777,J1528-4109,0.52655613914,-41:09:28.8,1.4951751840089285,7.2
778,J1528-5547,3.467301517,-55:47:23,0.1744371048010417,52.9
779,J1528-5838,0.35568662209716684,-58:38:01,NaN,NaN
