,JNAME,P0,DECJ,Flux,W50
1546,J1806+1023,0.484286459778,+10:23:18.30,NaN,9.0
1547,J1806-1154,0.5226183857754686,-11:54:28.7462,6.728288328040179,30.0
1548,J1806-1618,0.6683092099228272,-16:18:38,0.5482309008032739,34.0
1549,J1806-1920,0.8797908756443993,-19:20:23,3.4887420960208333,659.9
1550,J1806-2125,0.4817893493010092,-21:25:40,1.9935669120119048,29.2
1551,J1806+2819,0.01508366732422,+28:19:01.115,NaN,2.0
1552,J1807+04,0.7989,+04:05,NaN,NaN
1553,J1807+0756,0.464300493199,+07:56:43.39,NaN,18.2
1554,J1807-0847,0.16372737166367285,-08:47:43.27,37.0,11.8
1555,J1807-2459A,0.003059448798020229,-24:59:52.9015,2.7411545040163694,0.33
1556,J1807-2459B,0.00418617720284089,-25:00:1.915,NaN,NaN
1557,J1807-2557,2.76419486975,-25:57:20,NaN,4.0
1558,J1807-2715,0.827776461518327,-27:15:02.9632,2.8,5.9
1559,J1808+00,0.425115,+00:34,NaN,NaN
1560,J1808-0813,0.8760442866771196,-08:13:01.797,4.0,9.2
1561,J1808-1020,0.5969932025044894,-10:20:48.3,0.5731504872034227,8.0
1562,J1808-1517,0.544549207067,-15:17:40,0.8721855240052083,21.8
1563,J1808-1726,0.24103454795056994,-17:26:27,0.9718638696058036,66.0
1564,J1808-2024,7.55592,-20:24:39.85,NaN,NaN
1565,J1808-2057,0.9184103262857551,-20:58:07.5248,6.479092464038691,76.0
1566,J1808-2701,2.4578817775848205,-27:01:21,0.3737937960022321,23.0
1567,J1808-3249,0.364912241765,-32:49:34,4.236329688025298,4.3
1568,J1809-0119,0.7449764016,-01:19:29.0,NaN,NaN
1569,J1809-0743,0.313885674748,-07:43:01.4,0.7475875920044642,13.5
1570,J1809-1429,0.8952852843454661,-14:29:25.0,1.4951751840089285,11.0
1571,J1809+17,2.0667,+17:04,NaN,41.0
1572,J1809-1850,1.1244810894365014,-18:50:55,0.4983917280029762,55.0
1573,J1809-1917,0.08274688574591181,-19:17:38.1,6.977484192041667,17.0
1574,J1809-1943,5.540742829324981,-19:43:51.9315,1.6945318752101193,150.0
1575,J1809-2004,0.43481138632806426,-20:04:12,2.242762776013393,46.3
1576,J1809-2109,0.7024136291345919,-21:09:02.8765,2.0932452576125,13.0
1577,J1809-2332,0.14678854811573636,-23:32:22.68,NaN,NaN
1578,J1809-3547,0.860387839,-35:47:18,NaN,150.0
1579,J1810+07,0.3077,+07:03,NaN,40.0
1580,J1810-1441,0.21721350035701467,-14:41:33.6,0.523311314403125,14.0
1581,J1810+1744,0.00166,17:44:37.38,NaN,NaN
1582,J1810-1820,0.15371627836897858,-18:20:39,1.7443710480104166,13.6
1583,J1810-2005,0.03282224486002241,-20:05:08.27,3.314304991219792,7.2
1584,J1810-5338,0.26104931796,-53:38:07.7,NaN,7.0
1585,J1811-0154,0.92494482303,-01:54:30.9,1.7443710480104166,21.6
1586,J1811+0702,0.46171267661,07:02:29.7,NaN,13.0
1587,J1811-1049,2.623858562,-10:49:03,0.7475875920044642,NaN
1588,J1811-1717,0.39138510099,-17:17:47,0.4983917280029762,38.8
1589,J1811-1736,0.1041819547968,-17:36:37.7,3.2395462320193453,23.4
1590,J1811-1835,0.557463611996573,-18:35:44,1.04662262880625,16.7
1591,J1811-1925,0.064667,-19:25:28,NaN,NaN
1592,J1811-2405,0.0026605933168391835,-24:05:18.365,0.9220246968055059,0.11
1593,J1811-2439,0.41581294140194325,-24:39:53,0.647909246403869,15.0
1594,J1811-4930,1.4327041968,-49:30:20.8,0.9967834560059524,11.1
1595,J1812+0226,0.7939028020345199,+02:26:57.125,0.7475875920044642,13.2
1596,J1812-1718,1.2053744413670953,-17:18:29.4738,2.7411545040163694,16.4
1597,J1812-1733,0.5383405433024702,-17:33:37.871,11.961401472071428,65.2
1598,J1812-1910,0.430990980776862,-19:10:39,0.6977484192041667,28.0
1599,J1812-2102,1.2233523080723496,-21:02:36,3.4887420960208333,40.8
1600,J1812-2526,0.3158350481966091,-25:26:38,0.44855255520267856,12.0
1601,J1812-2748,0.236983307439,-27:48:03,NaN,NaN
1602,J1812-3039,0.58747677594,-30:39:21,NaN,NaN
1603,J1813-1246,0.04807224675898413,-12:45:59.2,NaN,NaN
1604,J1813-1749,0.044699305261405566,-17:49:57.48,NaN,NaN
1605,J1813+1822,0.3364246764,18:22:15.0,NaN,6.0
1606,J1813-2113,0.4264662405654994,-21:13:00.4,1.4951751840089285,13.1
1607,J1813-2242,0.32851421618308385,-22:42:06,0.523311314403125,21.0
1608,J1813-2621,0.0044300116286341,-26:21:57.055,1.6197731160096727,0.66
1609,J1814-0521,1.01421948495,-05:21:37.0,NaN,NaN
1610,J1814-0618,1.377868495626031,-06:18:01.7,1.4453360112086309,48.0
1611,J1814+1130,0.751261115038,+11:30:43.95,NaN,10.0
1612,J1814-1649,0.9574639353617023,-16:49:28,3.2395462320193453,27.1
1613,J1814-1744,3.975905187575016,-17:44:48,1.7443710480104166,92.0
1614,J1814+22,0.2537,+22:23,NaN,5.0
1615,J1815-1738,0.1984357331818373,-17:38:03.0,0.9967834560059524,6.4
1616,J1815-1910,1.249923537380637,-19:10:00.4,0.7974267648047619,25.4
1617,J1816-0755,0.2176426911443729,-07:55:22.5,0.4236329688025298,6.0
1618,J1816-1446,0.5944998158187551,-14:46:30,0.5731504872034227,25.0
1619,J1816-1729,0.7823133598989411,-17:29:02.7045,3.2395462320193453,12.2
1620,J1816-2650,0.5928851304388287,-26:49:53.4936,7.4,11.4
1621,J1816-5643,0.2179228818474,-56:43:42.10,NaN,6.6
1622,J1817-0743,0.4380953469089431,-07:43:18.9,0.6229896600037202,13.0
1623,J1817-1511,0.22460383718511817,-15:11:39,1.071542215206399,21.0
1624,J1817-1742,0.14974403939960185,-17:42:01.1,NaN,NaN
1625,J1817-1938,2.0468376289,-19:38:36,0.2491958640014881,NaN
1626,J1817-2311,0.62547,-23:11,NaN,NaN
1627,J1817-3618,0.38701939745435454,-36:18:04.6,7.8,8.4
1628,J1817-3837,0.38448678392,-38:37:59.7,7.725071784046131,4.5
1629,J1818-0151,0.837534946983,-01:51:54.0,0.22427627760133928,15.0
1630,J1818-1116,0.5447995246981143,-11:16:29,1.2459793200074405,25.0
1631,J1818-1422,0.2914894606391399,-14:22:36.71,26.0,103.8
1632,J1818-1448,0.28137130037,-14:48:38,0.4734721416028274,45.0
1633,J1818-1519,0.9396900396094725,-15:19:43,5.23311314403125,130.4
1634,J1818-1541,0.55113377674174,-15:41:45,2.491958640014881,27.2
1635,J1818-1556,0.952708902877,-15:56:04,1.2210597336072917,26.0
1636,J1819-0925,0.8520474835047593,-09:25:49.9,1.7942102208107142,20.0
1637,J1819-1008,0.30148984927807604,-10:08:28,0.8721855240052083,9.9
1638,J1819-1114,0.29416251457,-11:14:43,2.666395744815923,94.1
1639,J1819-1131,1.3881371285550816,-11:31:29,0.3737937960022321,64.0
1640,J1819+1305,1.060363543971,+13:05:15.25,2.7411545040163694,56.0
1641,J1819-1318,1.5156959926290585,-13:18:42,0.39871338240238097,23.0
1642,J1819-1408,1.7884904527734455,-14:08:01.6,1.2459793200074405,116.8
1643,J1819-1458,4.263213477392262,-14:58:00.00,NaN,3.0
1644,J1819-1510,0.2265389900749604,-15:10:20.6,1.4951751840089285,6.9
1645,J1819-17,2.352135,-17:05,0.3488742096020834,87.1
1646,J1819-1717,0.39352163764,-17:17:16,0.647909246403869,31.5
1647,J1820-0427,0.5980819353745133,-04:27:37.712,27.0,5.8
1648,J1820-0509,0.3373207957912118,-05:09:38.5,0.6229896600037202,9.0
1649,J1820-1346,0.9214597313245398,-13:46:15.2761,4.983917280029762,33.0
1650,J1820-1529,0.33324285083125177,-15:29:50,2.0683256712123512,32.2
1651,J1820-1818,0.3099045934277494,-18:18:03.2585,3.7379379600223217,12.4
1652,J1821+0155,0.03378133193189,+01:55:21.993,NaN,NaN
1653,J1821-0256,0.4141110498431774,-02:56:38.6,0.4734721416028274,10.0
1654,J1821-0331,0.90231562918,-03:31:12.7,0.4983917280029762,NaN
1655,J1821-1419,1.656009569709682,-14:19:26,0.4983917280029762,99.0
1656,J1821-1432,1.91513066964,-14:32:53.2,0.5482309008032739,37.0
1657,J1821+1715,1.366682059422,+17:15:47.06,NaN,45.0
1658,J1822+0705,1.362817392033239,+07:05:19.0225,NaN,NaN
1659,J1822-0848,0.834839272621,-08:48:59.0,0.09967834560059524,18.0
1660,J1822-0907,0.9747003733631099,-09:07:36,0.2990350368017857,28.0
1661,J1822+1120,1.78703680542,+11:20:56.2,NaN,25.0
1662,J1822-1252,2.071040272488777,-12:52:49,0.6229896600037202,105.0
1663,J1822-1400,0.21477110978897967,-14:00:02.402,1.9935669120119048,9.1
1664,J1822-1604,8.437721056426133,-16:04:26.8,NaN,NaN
1665,J1822-1617,0.8311557274223764,-16:17:35,0.4983917280029762,115.0
1666,J1822-2256,1.874268518251891,-22:56:30.6089,12.0,9.7
1667,J1822-4209,0.456511944952,-42:09:10.98,2.242762776013393,20.5
1668,J1823-0154,0.75977746436294,-01:54:04.5714,2.0,3.4
1669,J1823+0550,0.7529065430493703,05:50:24.31,4.236329688025298,10.2
1670,J1823-1115,0.27982869656534903,-11:15:11.2864,7.974267648047619,26.0
1671,J1823-1126,1.8465342014616548,-11:26:04,1.2708989064075893,23.0
1672,J1823-1347,0.6171072055520304,-13:47:54,1.021703042406101,34.6
1673,J1823-1526,1.625405472403679,-15:26:22,1.171220560806994,41.0
1674,J1823-1807,1.636792451719795,-18:07:33,0.9718638696058036,34.6
1675,J1823-3021A,0.0054400041632727,-30:21:40.127,1.7942102208107142,0.34
1676,J1823-3021B,0.3785964921974,-30:21:40.94,0.1744371048010417,6.0
1677,J1823-3021C,0.4059359629899,-30:21:38.45,NaN,NaN
1678,J1823-3021D,0.003020060260978,-30:21:43.66,NaN,NaN
1679,J1823-3021E,0.004394,-30:21:40.2,NaN,NaN
1680,J1823-3021F,0.00485,-30:21:40.2,NaN,NaN
1681,J1823-3106,0.28405434496681903,-31:06:49.7498,11.1,6.5
1682,J1824-0127,2.499468267426122,-01:27:51.4,1.4702555976087797,20.0
1683,J1824-0132,0.223728519703,-01:32:24.0,0.2990350368017857,7.4
1684,J1824+10,0.00407,+10:17,NaN,NaN
1685,J1824-1118,0.43575903331118826,-11:18:42.6136,3.2395462320193453,23.0
1686,J1824-1159,0.3624920782244963,-11:59:53.4,1.7443710480104166,10.8
1687,J1824-1350,1.39659854604,-13:50:21.0,0.19935669120119048,19.4
1688,J1824-1423,0.3593941624571582,-14:23:05.3,1.9935669120119048,9.9
1689,J1824-1500,0.41222995857016115,-15:00:33,0.39871338240238097,18.0
1690,J1824-1945,0.18933848509393242,-19:45:51.6,24.0,4.8
1691,J1824-2233,1.1617431097148179,-22:33:11,0.5482309008032739,13.0
1692,J1824-2328,1.5058745516940706,-23:28:17,0.7974267648047619,35.0
1693,J1824-2452A,0.00305431559227118,-24:52:10.834,5.731504872034225,0.972
1694,J1824-2452B,0.006547,-24:52:11.20,NaN,NaN
1695,J1824-2452C,0.004159,-24:52:11.20,NaN,NaN
1696,J1824-2452D,0.079832,-24:52:11.20,NaN,NaN
1697,J1824-2452E,0.00542,-24:52:11.20,NaN,NaN
1698,J1824-2452F,0.002451,-24:52:11.20,NaN,NaN
1699,J1824-2452G,0.005909,-24:52:11.20,NaN,NaN
1700,J1824-2452H,0.004629,-24:52:11.20,NaN,NaN
1701,J1824-2452I,0.003931852642,-24:52:08.6,NaN,NaN
1702,J1824-2452J,0.004039,-24:52:11.20,NaN,NaN
1703,J1824-2452K,0.004461,-24:52:11.20,NaN,NaN
1704,J1824-2452L,0.0041,-24:52:11.20,NaN,NaN
1705,J1824-2537,0.223320267185,-25:37:19,NaN,5.8
1706,J1825+0004,0.7789494000762219,+00:04:19.7025,0.9967834560059524,10.3
1707,J1825-0319,0.004553527919736,-03:19:57.570,0.4983917280029762,0.149
1708,J1825-0935,0.7690209983270947,-09:35:21.2,24.0,5.7
1709,J1825-1108,1.9258717727,-11:08:54,0.3239546232019345,42.1
1710,J1825-1446,0.279186875176573,-14:46:53.24531,7.226680056043155,9.0
1711,J1825-31,2.382,-31:02:20,NaN,NaN
1712,J1825-33,1.2712,-33:21,NaN,NaN
1713,J1826-1131,2.0931363097203524,-11:31:43.6249,1.7692906344105654,160.0
1714,J1826-1256,0.11022370245976539,-12:56:33.0,NaN,NaN
1715,J1826-1334,0.10148679420759428,-13:34:46.8,11.712205608069942,5.9
1716,J1826-1419,0.770620171033,-14:19:21.6,NaN,2.0
1717,J1826-1526,0.3820728121156708,-15:26:03,1.1463009744068453,13.4
1718,J1826-2415,0.0046957571305605,-24:15:54.5,0.6977484192041667,0.361
1719,J1827-0750,0.2705020393711933,-07:50:19.2,7.226680056043155,10.0
1720,J1827-0934,0.512547817783726,-09:34:16.4,0.7226680056043154,19.5
1721,J1827-0958,0.2457571181422795,-09:58:43.1063,5.482309008032739,20.6
1722,J1827-1446,0.4991866103614787,-14:46:28,NaN,NaN
1723,J1828-0611,0.26941473206323746,-06:11:51.5,3.7379379600223217,8.4
1724,J1828+0625,0.00363,+06:25:00.5,NaN,NaN
1725,J1828-1007,0.15319697924142572,-10:07:10.1,0.523311314403125,8.7
1726,J1828-1057,0.24632758740970473,-10:57:26,0.8223463512049107,9.9
1727,J1828-1101,0.07205163270949112,-11:01:50.9,5.731504872034225,9.1
1728,J1828-1336,0.8603321159906617,-13:36:45,0.647909246403869,34.6
1729,J1828+1359,0.741639520385,+13:59:35.36,NaN,12.0
1730,J1828-2119,0.5145230695044655,-21:19:56,0.9469442832056548,22.0
1731,J1829+0000,0.19914739705267007,+00:00:08.5,1.345657665608036,16.0
1732,J1829-0734,0.318400873408,-07:34:22,1.1213813880066965,7.1
1733,J1829-1011,0.82916602078,-10:11:25,0.6229896600037202,98.8
1734,J1829-1751,0.30713297582255544,-17:51:03.8981,21.0,6.9
1735,J1829+2456,0.04100982358117,+24:56:18.193,NaN,0.8
1736,J1830-0052,0.34569803402064575,-00:52:54.0,0.09967834560059524,9.0
1737,J1830-0131,0.152511958009,-01:31:48.1,0.8721855240052083,11.0
1738,J1830-10,0.24526,-10:39,0.2491958640014881,5.36
1739,J1830-1059,0.4050433216298211,-10:59:27.926,3.7379379600223217,2.0
1740,J1830-1135,6.221552666300743,-11:35:32,3.0,7.5
1741,J1830-1313,0.7471876682,-13:13:16.2,0.647909246403869,38.0
1742,J1830-1414,0.7714925203759145,-14:14:37,0.2491958640014881,10.0
1743,J1831-0823,0.6121329639725036,-08:23:23.9,2.491958640014881,11.9
1744,J1831-0952,0.06726684611517557,-09:52:01.7,0.8721855240052083,8.0
1745,J1831-1223,2.857941001266995,-12:23:31,2.990350368017857,92.1
1746,J1831-1329,2.1656793503106737,-13:29:56,1.2459793200074405,47.1
1747,J1831-1423,0.5079451952428784,-14:23:46,0.4734721416028274,23.0
1748,J1832+0029,0.5339172961926666,+00:29:27,0.3488742096020834,7.0
1749,J1832-0644,0.7442954193927767,-06:44:01.8,1.7443710480104166,27.3
1750,J1832-0827,0.6473377612136061,-08:27:03.8,8.1,5.6
1751,J1832-0836,0.002719112020821524,-08:36:55.0159,2.9405111952175593,0.058
1752,J1832-1021,0.33035408944316885,-10:21:32.7735,4.734721416028274,6.4
1753,J1832+27,0.6318,+27:58,NaN,30.0
1754,J1832-28,0.1993,-28:43,NaN,11.8
1755,J1833-0209,0.291930632181,-02:09:16.4,0.14951751840089286,17.4
1756,J1833-0338,0.6867328372449726,-03:39:04.258,8.5,3.8
1757,J1833-0556,1.521545169747569,-05:56:05,0.4983917280029762,69.0
1758,J1833-0559,0.4834588800771151,-05:59:25,1.4951751840089285,41.4
1759,J1833-0827,0.08528425126174685,-08:27:31.2435,20.0,34.4
1760,J1833-0831,7.565408383657232,-08:31:07.7,NaN,NaN
1761,J1833-1034,0.06188365001063282,-10:34:07.5,0.17692906344105652,2.5
1762,J1833-1055,0.6336402981719819,-10:55:31,1.2459793200074405,24.2
1763,J1833-6023,1.8894355004,-60:23:04,NaN,58.0
1764,J1834-0010,0.5209543111288175,-00:10:53.2789,0.7226680056043154,30.2
1765,J1834-0031,0.3295319224881146,-00:31:34.3,0.4236329688025298,5.0
1766,J1834-0426,0.2901081932010382,-04:26:15.8361,35.0,105.9
1767,J1834-0602,0.4879135916993522,-06:02:35,1.9935669120119048,16.8
1768,J1834-0633,0.3173148827919981,-06:33:01.1,0.6977484192041667,101.6
1769,J1834-0731,0.5129799087157325,-07:31:07,3.2395462320193453,37.6
1770,J1834-0742,0.7883535665346244,-07:42:20.6,0.8721855240052083,18.0
1771,J1834-0812,0.4911415563,-08:12:00,NaN,NaN
1772,J1834-0845,2.4823018,-08:45:56.02,NaN,NaN
1773,J1834-09,0.5123273,-09:15,0.4236329688025298,64.5
1774,J1834+10,1.172719,+10:44,NaN,NaN
1775,J1834-1202,0.6102587819565641,-12:02:26.4,1.7443710480104166,63.0
1776,J1834-1710,0.358306049291,-17:10:50,1.7443710480104166,12.2
1777,J1834-1855,1.4656557713318956,-18:55:59,0.9718638696058036,32.0
1778,J1835-0114,0.005116387644239,-01:14:33.61,0.2491958640014881,0.2
1779,J1835-0349,0.8418645185892316,-03:49:09.9,0.39871338240238097,15.0
1780,J1835-0522,1.087749188408619,-05:22:08,0.5731504872034227,23.0
1781,J1835-0643,0.3058300977124275,-06:43:06.3582,5.731504872034225,34.3
1782,J1835-0847,0.84649413462,-08:47:20,0.9967834560059524,46.0
1783,J1835-0924,0.859192035203777,-09:24:27,1.3705772520081847,41.6
1784,J1835-09242,0.235248924972,-09:24:15.9,NaN,27.1
1785,J1835-0928,0.62173399423,-09:28:02,NaN,39.5
1786,J1835-0944,0.14534682252065867,-09:44:29,1.4951751840089285,7.0
1787,J1835-0946,0.3795361060144529,-09:46:38,0.44855255520267856,4.0
1788,J1835-1020,0.3024495840703481,-10:20:04.50,4.734721416028274,5.0
1789,J1835-1106,0.1659069781495,-11:06:15.1,6.229896600037202,3.9
1790,J1835-1548,0.6704856623812179,-15:48:38,0.14951751840089286,17.0
1791,J1835-3259A,0.003889,-32:59:25,NaN,NaN
1792,J1836-0436,0.3542365077177134,-04:36:37.6754,4.983917280029762,9.3
1793,J1836-0517,0.457245030441823,-05:17:35,0.3737937960022321,13.0
1794,J1836-1008,0.5627107361360836,-10:08:08.3481,14.0,9.1
1795,J1836-11,0.4961931,-11:17,0.2990350368017857,25.7
1796,J1836-1324,0.17875635177314395,-13:24:33.6,0.2491958640014881,2.0
1797,J1836-2354A,0.0033543360829062,-23:54:52.39,0.4983917280029762,NaN
1798,J1836-2354B,0.003232273969155,-23:54:28.7,0.09967834560059524,NaN
1799,J1837-0045,0.6170366955405528,-00:45:10.6415,1.2459793200074405,7.2
1800,J1837+0053,0.47351252978296055,+00:53:13,0.8472659376050596,49.0
1801,J1837-0559,0.2010625740286977,-05:59:28.3,1.4453360112086309,7.3
1802,J1837-0604,0.09629420774,-06:04:49,1.8689689800111609,14.7
1803,J1837-0653,1.9058087060664768,-06:53:02.1137,8.721855240052083,50.3
1804,J1837-0822,1.099195959243,-08:22:12.4,0.4983917280029762,37.0
1805,J1837+1221,1.96353198352,+12:21:54.0,1.2459793200074405,7.6
1806,J1837-1243,1.8760185243541814,-12:43:56,0.4236329688025298,24.4
1807,J1837-1837,0.618357697387,-18:37:08,0.9967834560059524,6.7
1808,J1838-01,0.1832948,-01:01,0.7475875920044642,NaN
1809,J1838-0107,0.4444257246169,-01:07:48.64,0.12459793200074405,34.4
1810,J1838-0453,0.3808307768266649,-04:53:23,0.9967834560059524,11.8
1811,J1838-0537,0.14570774015208413,-05:37:09,NaN,NaN
1812,J1838-0549,0.23530320041924815,-05:49:12,1.04662262880625,6.7
1813,J1838-0624,0.9271777415095478,-06:24:54,0.39871338240238097,36.0
1814,J1838-0655,0.070498243969,-06:55:33.4,NaN,NaN
1815,J1838-1046,1.2183535963166587,-10:46:57,1.2459793200074405,16.6
1816,J1838+1523,0.5491606020001913,+15:23:25.4,NaN,NaN
1817,J1838+1650,1.90196739931,+16:50:16.05,NaN,72.0
1818,J1838-1849,0.48824200896,-18:49:59,0.9967834560059524,NaN
1819,J1839-0141,0.93326558076,-01:41:56.0,NaN,13.0
1820,J1839-0223,1.26679012424,-02:23:09.5,0.27411545040163693,45.3
1821,J1839-0321,0.2387778178995429,-03:21:10.5,0.672828832804018,4.4
1822,J1839-0332,2.67568226451,-03:32:58.6,NaN,31.9
1823,J1839-0402,0.5209396795467541,-04:02:24.9,0.523311314403125,7.0
1824,J1839-0436,0.14946065576197806,-04:36:57.5,0.5731504872034227,6.0
1825,J1839-0459,0.5853190378249676,-04:59:58.8,0.7475875920044642,11.7
1826,J1839-0627,0.48491367907688493,-06:27:34,0.7226680056043154,23.2
1827,J1839-0643,0.449548149848491,-06:43:45.2,3.9871338240238097,20.6
1828,J1839-0905,0.41896884339933527,-09:05:14.8,0.5482309008032739,15.9
1829,J1839-1238,1.9114280225111764,-12:38:40.7,0.9220246968055059,30.0
1830,J1840+0214,0.7974780753035112,+02:14:54.7,0.1744371048010417,10.0
1831,J1840-0445,0.42231632097,-04:45:08,0.9220246968055059,22.4
1832,J1840-0559,0.859368466807663,-05:59:16.2,0.7725071784046131,16.0
1833,J1840-0626,1.8933526999,-06:26:15.4,0.39871338240238097,37.0
1834,J1840-0643,0.0355778755,-06:43:47,2.990350368017857,NaN
1835,J1840-0753,0.4378690017,-07:53:32,0.9220246968055059,140.1
1836,J1840-0809,0.9556721359086381,-08:09:03.3,5.7,7.7
1837,J1840-0815,1.0964399722281468,-08:15:10.6,4.734721416028274,21.3
1838,J1840-0840,5.309376684684634,-08:40:29,4.286168860825596,188.0
1839,J1840-1122,0.9409616166112345,-11:22:10.7,0.3239546232019345,11.0
1840,J1840-1207,0.7544704271922604,-12:07:32.6,0.5482309008032739,15.0
1841,J1840-1419,6.597562522421646,-14:19:06.5,NaN,2.6
1842,J1841+0130,0.029772775333215356,+01:30:16.9,0.14951751840089286,6.0
1843,J1841-0157,0.6633210979805031,-01:57:54.6,2.0184864984120536,21.0
1844,J1841-0310,1.6576564581631081,-03:10:21,0.3737937960022321,59.0
1845,J1841-0345,0.20406811505618022,-03:48:42.6,3.2395462320193453,11.2
1846,J1841-04,NaN,-04:48,NaN,NaN
1847,J1841-0425,0.18614885795626024,-04:25:19.50,8.223463512049106,4.3
1848,J1841-0456,11.788978418058678,-04:56:11.16,NaN,NaN
1849,J1841-0500,0.9129141963178465,-05:00:19.5,NaN,NaN
1850,J1841-0524,0.4457489310784788,-05:24:29.5,0.4983917280029762,11.3
1851,J1841+0912,0.3813192941282139,+09:12:07.3565,5.8,9.1
1852,J1841-1404,1.3345572305018096,-14:04:19,0.44855255520267856,17.0
1853,J1841-7845,0.3536025329,-78:45:15,0.9967834560059524,20.0
1854,J1842-0153,1.0542282503798597,-01:53:26.7,1.4951751840089285,21.4
1855,J1842+0257,3.0882557929477428,+02:57:58.8,0.647909246403869,52.0
1856,J1842-0309,0.4049196437211607,-03:09:46,0.6229896600037202,43.0
1857,J1842+0358,0.23332620667927467,+03:58:35.3,0.22427627760133928,4.0
1858,J1842-0359,1.8399443151589459,-03:59:59.8336,21.0,11.1
1859,J1842-0415,0.5266822415746949,-04:15:38.2,0.8721855240052083,11.0
1860,J1842-0612,0.5644753799870378,-06:12:36,1.345657665608036,53.0
1861,J1842+0638,0.31301640103785405,+06:38:15.0,0.523311314403125,13.0
1862,J1842-0800,1.25546857429,-08:00:53.5,0.2491958640014881,24.9
1863,J1842-0905,0.344642757467,-09:05:24.6,2.591636985615476,5.36
1864,J1842+1332,0.47160357893,+13:32:01.5,2.491958640014881,88.4
1865,J1842-27,0.815269,-27:58:19,NaN,NaN
1866,J1843-0000,0.8803304818843488,-00:00:40.9,9.0,11.9
1867,J1843-0050,0.7825984686111523,-00:50:10,0.5980700736035715,19.1
1868,J1843+01,1.26702,+01:00:00,NaN,3.5
1869,J1843-0137,0.6698723866538295,-01:37:46.3,0.647909246403869,17.0
1870,J1843-0211,2.0275243887163676,-02:11:02.8,2.3175215352138396,24.0
1871,J1843-0355,0.13231361837056113,-03:55:56,2.217843189613244,19.1
1872,J1843-0408,0.7819336997294549,-04:08:04,0.4236329688025298,12.0
1873,J1843-0459,0.754963370071576,-04:59:30.4,4.734721416028274,53.9
1874,J1843-0510,0.671613828819,-05:10:04.5,0.1744371048010417,24.0
1875,J1843-0702,0.19161406310848883,-07:02:54.6,0.672828832804018,2.4
1876,J1843-0744,0.475392526561,-07:44:30.1,0.4236329688025298,9.0
1877,J1843-0806,0.5364136655056901,-08:06:44.9,0.8971051104053571,21.0
1878,J1843-1113,0.0018456663232093,-11:13:31.0686,0.2491958640014881,0.25
1879,J1843-1448,0.0054713308755095,-14:48:12.61,1.420416424808482,1.0
1880,J1843-1507,0.5835503773621201,-15:07:03.0,0.4236329688025298,7.0
1881,J1843+2024,3.4065386707,+20:24:54.6,NaN,29.0
1882,J1843-40,0.324187,-40:33:51,NaN,NaN
1883,J1844+00,0.460503,+00:35,21.430844304127977,12.0
1884,J1844-0030,0.6410978512177298,-00:30:25.8,1.04662262880625,16.0
1885,J1844+0115,0.0041855439366642105,+01:15:34.974,0.2491958640014881,NaN
1886,J1844-0244,0.5077223221176956,-02:44:40.9273,2.7411545040163694,17.3
1887,J1844-0256,0.272963,-02:56,1.4702555976087797,43.4
1888,J1844-03,6.97127,-03:00:00,NaN,NaN
1889,J1844-0302,1.19863027492,-03:02:11.2,0.2990350368017857,19.0
1890,J1844-0310,0.5250491427357044,-03:10:37.1,1.3207380792078869,20.4
1891,J1844-0346,0.11285464990490733,-03:46:30.6,NaN,NaN
1892,J1844-0433,0.9910266163950838,-04:33:12.4111,2.7411545040163694,13.0
1893,J1844-0452,0.2694433214084231,-04:52:20.9,0.4734721416028274,16.0
1894,J1844-0502,0.33516252824575715,-05:02:00.5,0.9967834560059524,24.0
1895,J1844-0538,0.25569926808569476,-05:38:34.1828,7.974267648047619,7.2
1896,J1844+1454,0.3754633785228405,14:54:14.12,4.485525552026786,11.4
1897,J1845-0316,0.2076357201,-03:16:05,0.8721855240052083,12.0
1898,J1845-0434,0.48675079858470416,-04:34:29.8164,6.229896600037202,15.1
1899,J1845-0545,1.0923481528442853,-05:45:18.2,1.171220560806994,18.0
1900,J1845+0623,1.4216537840889387,+06:23:57.6,0.8223463512049107,13.0
1901,J1845-0635,0.34052764699,-06:35:23.4,0.8971051104053571,27.2
1902,J1845-0743,0.104694545163,-07:43:38.4,9.22024696805506,1.8
1903,J1845-0826,0.6343543467670825,-08:26:39.7,0.8223463512049107,13.0
1904,J1845-1114,0.20621998113214612,-11:14:11.0,1.295818492807738,4.0
1905,J1845-1351,2.618918467260495,-13:51:54.5,0.8223463512049107,63.0
1906,J1846+0051,0.43437287978367667,+00:51:39.0,0.8472659376050596,28.2
1907,J1846-0257,4.4767225398,-02:57:36.0,NaN,15.0
1908,J1846-0258,0.3265712883437141,-02:58:30.1,NaN,NaN
1909,J1846-0749,0.3501095728522712,-07:49:21.4,0.8721855240052083,7.0
1910,J1846-07492,0.861379642641,-07:49:13.2,0.4734721416028274,19.0
1911,J1846+0919,0.22555145329689702,+09:19:46,NaN,NaN
1912,J1846-4249,2.273,-42:49,0.4983917280029762,30.9
1913,J1846-7403,4.8788385261,-74:03:04,7.226680056043155,609.9
1914,J1847-0130,6.707045724099338,-01:30:46,0.8223463512049107,205.0
1915,J1847-0402,0.5978087541476929,-04:02:14.4,12.7,11.7
1916,J1847-0427,0.25924664288,-04:27:59,NaN,30.9
1917,J1847-0438,0.9579911647279109,-04:38:15.3,1.2459793200074405,11.3
